School District,Distance to Subway (km),House Area (sqm),Room Count,Plot Ratio,Parking Ratio,House Age (years),House Price (CNY),Cost Performance Level
2,1.26,24.07,1,2.51,1.89,8,560880.0,3
3,9.86,63.66,2,3.75,1.44,21,1277330.0,1
2,3.16,20.0,1,3.94,4.75,9,430560.0,3
3,1.39,204.48,6,2.09,1.33,23,4522130.0,2
7,2.07,128.58,4,2.48,0.91,39,3135260.0000000005,5
1,5.92,83.01,2,3.42,4.5,1,1678780.0,1
10,0.73,138.1,4,1.28,0.43,19,3755180.0,5
8,8.64,127.57,4,3.52,1.3,16,2776050.0,3
10,9.62,144.84,4,2.57,2.2,32,3195470.0,3
10,2.54,168.38,5,3.04,2.98,13,4388420.0,5
10,4.56,108.4,3,0.78,1.64,31,2535300.0,5
2,0.32,84.81,2,3.18,2.48,36,2105030.0,3
3,6.44,153.11,5,1.59,0.99,23,3386810.0000000005,1
9,4.2,152.09,5,3.32,2.87,40,3609490.0,5
7,2.77,124.03,4,2.28,2.04,19,3048520.0,4
4,2.15,207.1,6,1.46,4.25,48,4569240.0,2
10,6.57,102.49,3,3.83,2.08,5,2326620.0,5
5,4.22,84.01,2,3.18,2.22,32,1777470.0,3
2,1.88,136.72,4,3.95,2.96,49,3263250.0,2
8,6.92,93.0,3,1.78,0.62,27,2034460.0,4
4,5.69,139.82,4,2.77,0.78,10,2969010.0,2
9,8.6,86.68,2,2.64,3.95,35,1837860.0000000002,4
5,1.26,103.99,3,2.91,1.37,19,2525590.0,4
9,7.88,195.63,6,0.63,3.42,5,4459070.0,3
4,6.77,103.78,3,1.52,0.49,7,2210840.0,2
10,1.24,88.05,2,3.68,4.11,18,2185690.0,5
5,6.98,166.83,5,1.98,4.94,14,3723160.0000000005,1
9,4.47,77.96,2,3.86,1.87,21,1750039.9999999998,5
8,9.46,92.28,3,1.25,2.53,50,2000690.0,3
3,1.5,143.06,4,3.99,2.21,1,3468870.0,3
1,6.46,157.54,5,2.94,4.47,27,3473880.0,1
3,3.88,168.82,5,3.22,0.05,35,3885740.0,2
4,9.57,90.11,3,1.89,3.27,35,1900960.0,1
2,3.37,143.84,4,3.67,3.26,43,3153330.0,2
1,9.63,101.36,3,2.41,1.91,17,2131970.0,1
7,9.02,95.77,3,2.88,1.1,11,2083490.0,2
8,2.78,168.13,5,0.83,1.2,18,4305820.0,4
7,8.06,98.02,3,2.71,4.0,25,2122710.0,3
5,9.96,131.13,4,3.58,0.33,24,2780810.0,1
1,2.6,126.22,4,1.12,2.82,27,3030800.0,1
7,4.42,77.17,2,3.08,1.53,14,1685550.0,4
7,5.25,158.64,5,0.59,1.33,9,3577149.9999999995,3
9,3.02,142.41,4,3.74,2.53,38,3240340.0,5
3,0.25,40.55,1,3.94,4.49,33,1006790.0,4
9,2.28,131.1,4,1.74,3.09,12,3282840.0,5
1,2.89,89.08,2,0.87,3.94,15,2054850.0,2
1,4.49,163.88,5,2.81,3.0,39,3762430.0,1
4,1.79,62.18,2,0.6,3.49,30,1440520.0,4
9,8.75,105.74,3,2.19,2.16,0,2361670.0,3
6,7.08,134.48,4,1.45,4.63,48,2852890.0,2
3,0.94,122.17,4,2.16,2.51,46,3169280.0,3
1,6.54,150.52,5,0.56,2.76,22,3323400.0,1
4,6.57,59.26,1,0.68,2.62,13,1200760.0,2
9,9.57,186.08,6,0.56,1.58,38,4212360.0,2
3,0.13,141.01,4,2.67,1.16,29,3672910.0,3
9,2.55,174.39,5,2.46,0.37,50,4457029.999999999,5
7,9.29,154.97,5,1.32,3.59,41,3468200.0,2
4,9.33,119.54,3,2.76,1.45,19,2530480.0,1
3,7.23,68.63,2,3.59,1.95,24,1374910.0,1
10,7.68,97.46,3,1.47,4.6,10,2223390.0,4
5,1.01,183.58,6,3.41,2.83,25,4630750.0,3
5,5.19,175.42,5,2.82,0.49,20,3896399.9999999995,2
3,2.39,95.22,3,0.62,4.0,4,2319660.0,3
9,1.89,20.0,1,1.81,1.28,6,583750.0,5
4,8.12,111.49,3,2.28,2.76,11,2372530.0,1
5,1.44,108.49,3,3.06,2.55,1,2653800.0,4
4,4.74,110.01,3,1.5,1.19,38,2422100.0,2
5,9.39,141.14,4,3.94,0.58,20,2995159.9999999995,1
7,1.94,155.05,5,2.9,1.06,31,3938470.0000000005,4
9,9.78,159.61,5,1.8,0.49,4,3655600.0000000005,2
7,9.94,137.83,4,0.84,1.38,26,2959350.0000000005,2
5,5.6,47.97,1,1.13,4.99,30,977250.0,3
10,1.78,106.35,3,2.21,2.01,11,2722210.0,5
10,3.23,212.16,6,2.23,4.32,35,4408610.0,5
7,4.3,134.97,4,3.19,2.75,20,3040650.0,4
10,3.16,134.71,4,3.04,3.33,18,3133240.0,5
5,2.88,134.38,4,1.2,0.78,2,3277480.0,3
3,9.73,136.62,4,2.58,1.37,16,2889180.0,1
7,1.62,24.68,1,0.57,2.55,29,617170.0,5
2,7.36,110.42,3,1.89,4.41,35,2314750.0,1
9,0.1,118.48,3,3.17,0.21,8,3208730.0,5
10,6.0,171.26,5,1.9,2.53,33,3926880.0,4
10,9.17,121.91,4,3.42,0.26,28,2713210.0,4
1,2.95,54.14,1,3.92,2.28,9,1240860.0,2
6,1.94,137.2,4,2.63,3.14,8,3357449.9999999995,4
7,6.55,87.85,2,1.01,3.72,39,1803430.0,3
8,7.15,71.33,2,1.83,0.69,49,1481150.0,4
10,6.91,86.63,2,0.53,0.83,10,1897730.0,5
9,3.26,141.7,4,2.61,2.35,18,3245489.9999999995,5
2,2.6,170.35,5,3.38,4.99,21,4278350.0,1
10,9.56,139.32,4,2.7,1.78,49,3061580.0,3
2,9.24,145.28,4,3.25,2.14,50,3030910.0,1
5,4.63,138.92,4,3.3,2.16,48,3063259.9999999995,3
5,8.48,124.05,4,3.48,0.4,21,2635370.0,1
6,4.58,147.88,4,1.43,3.87,48,3280670.0,3
3,4.3,23.25,1,3.55,1.27,46,462240.0,3
8,1.65,124.44,4,2.79,3.52,15,3089810.0,5
1,4.32,78.2,2,1.51,2.38,16,1643450.0,1
6,5.42,166.52,5,3.96,3.06,39,3700600.0,3
4,0.32,114.11,3,3.83,0.27,6,2996570.0,4
1,4.5,121.24,4,2.51,4.45,30,2667670.0,1
7,7.84,59.8,1,3.45,1.22,3,1260990.0,3
9,6.83,160.67,5,1.42,3.35,28,3661019.9999999995,4
4,6.39,145.09,4,1.96,3.99,6,3090910.0,1
4,9.1,142.28,4,1.14,2.7,42,2994140.0,1
6,0.28,87.48,2,2.32,1.69,29,2218060.0,5
3,5.61,89.05,2,2.24,4.89,2,1812540.0,2
6,7.89,128.94,4,1.24,1.39,24,2754280.0,2
7,5.46,92.22,3,2.85,4.74,33,1994250.0,4
10,3.31,137.4,4,0.91,0.78,32,3175450.0,5
10,1.45,33.56,1,0.72,1.95,30,914060.0,5
3,8.89,100.5,3,1.85,0.69,23,2118030.0,1
7,4.76,191.87,6,1.93,0.01,37,4473100.0,3
3,8.79,137.58,4,1.62,1.3,45,2881160.0000000005,1
2,5.9,126.67,4,1.4,0.44,3,2685550.0,1
10,6.77,199.41,6,1.69,4.93,47,4542190.0,4
4,8.06,26.56,1,1.07,3.81,9,557750.0,2
8,6.63,87.39,2,1.91,0.02,24,1825930.0,4
9,4.04,103.95,3,3.67,1.12,36,2388470.0,5
7,5.18,154.33,5,1.29,3.35,42,3452670.0000000005,3
1,8.05,155.03,5,2.9,1.99,0,3440740.0,1
3,3.8,85.36,2,1.0,4.16,16,1809880.0,2
9,3.94,159.92,5,1.74,2.52,45,3785459.9999999995,5
1,1.05,103.87,3,1.62,3.27,6,2510800.0,2
9,9.15,168.47,5,3.78,2.99,13,3844540.0,3
8,1.0,78.69,2,2.0,3.19,0,2075630.0,5
1,6.52,115.07,3,2.92,1.15,5,2429850.0,1
6,4.19,100.39,3,2.61,1.87,38,2235710.0,4
5,4.12,162.24,5,0.99,0.25,42,3748030.0,3
6,6.83,99.09,3,3.79,2.94,9,2137980.0,3
10,0.76,118.3,3,1.71,2.3,20,3237690.0,5
5,5.98,140.27,4,0.66,3.8,2,3004610.0,2
6,7.74,141.81,4,1.55,1.03,18,3029520.0,2
5,8.3,155.48,5,1.67,2.18,27,3455250.0,1
5,1.79,128.44,4,0.82,0.9,1,3136540.0,4
4,8.98,103.27,3,2.67,3.07,26,2185140.0,1
3,6.6,106.01,3,1.71,4.24,43,2220980.0,1
3,8.83,121.03,4,2.7,3.83,31,2551590.0,1
4,4.9,129.98,4,0.52,4.72,11,2901480.0,2
9,5.47,114.11,3,3.94,4.86,0,2541090.0,4
2,9.2,120.77,4,1.1,3.86,45,2526790.0,1
9,9.01,59.31,1,2.81,1.43,42,1268250.0,4
1,4.54,146.69,4,3.01,1.1,39,3211370.0,1
1,2.82,127.24,4,1.1,2.24,28,3053140.0,1
5,3.99,160.07,5,0.89,4.97,8,3741660.0,3
6,3.94,120.01,4,1.03,2.06,17,2695310.0,4
6,2.94,50.46,1,1.36,1.0,44,1166220.0,4
3,2.76,105.66,3,1.09,4.72,35,2540190.0,3
7,8.62,112.0,3,2.86,1.93,15,2422000.0,2
9,0.79,149.72,4,1.97,3.45,34,4007650.0,5
10,6.81,37.19,1,2.38,3.94,35,883300.0,5
8,1.81,121.65,4,0.67,4.22,3,3038370.0,5
6,3.51,140.55,4,3.51,4.11,39,3126810.0000000005,4
8,0.71,93.54,3,1.1,4.18,42,2506300.0000000005,5
5,2.77,122.99,4,1.76,3.34,34,2976680.0,3
8,7.71,94.92,3,0.75,2.02,18,2087610.0,3
10,8.86,90.82,3,0.98,3.34,5,2086919.9999999998,4
4,2.29,103.66,3,2.83,4.18,30,2502370.0,3
10,4.69,91.57,3,2.92,1.75,26,2168120.0,5
8,4.76,147.34,4,2.87,1.48,2,3353570.0,4
10,8.75,90.6,3,2.43,1.72,35,2047609.9999999998,4
2,7.65,83.88,2,3.83,2.76,35,1663290.0,1
5,5.18,190.72,6,2.28,0.26,1,4257080.0,2
9,6.74,158.43,5,2.07,3.89,47,3593170.0,4
4,8.49,45.54,1,1.37,0.69,36,903810.0,1
6,0.19,89.41,2,0.85,0.66,14,2280720.0,5
1,4.09,129.7,4,2.42,0.99,36,2840959.9999999995,1
9,9.08,132.95,4,1.6,2.88,22,2918109.9999999995,3
1,7.43,60.38,2,2.33,1.43,43,1179130.0,1
5,5.47,166.34,5,1.22,1.84,50,3670940.0,2
4,5.34,153.01,5,3.43,4.66,46,3375110.0,2
3,3.54,139.28,4,4.0,4.24,5,3099640.0,2
6,5.25,174.27,5,1.63,4.26,32,3882830.0,3
2,6.59,138.09,4,3.45,2.89,4,2927220.0,1
3,4.24,137.94,4,3.56,4.33,20,3055780.0,2
5,7.17,182.31,6,3.99,3.89,27,4051610.0,1
9,8.63,164.05,5,1.7,4.77,20,3745940.0000000005,3
2,1.63,86.34,2,3.15,0.32,23,1979310.0,3
10,4.57,145.33,4,1.3,0.14,50,3330240.0000000005,5
8,4.14,93.43,3,2.69,0.88,27,2136530.0,5
2,6.91,140.17,4,2.97,4.65,10,2968899.9999999995,1
5,2.57,139.06,4,3.09,3.03,21,3373410.0,3
7,6.44,64.66,2,1.23,2.13,45,1330230.0,4
8,8.79,115.13,3,3.47,2.56,45,2483380.0,3
1,4.24,130.61,4,1.97,4.15,33,2870750.0000000005,1
6,9.12,102.55,3,1.26,4.65,36,2189590.0,2
1,9.93,132.59,4,2.4,3.65,40,2773290.0,1
2,1.15,152.24,5,3.52,3.8,16,3828080.0,2
1,2.41,118.78,3,3.88,1.6,50,2819040.0,2
5,9.51,128.98,4,3.12,2.34,14,2750140.0,1
10,9.59,175.34,5,0.52,4.43,28,4026820.0,3
9,1.07,138.93,4,0.97,3.93,33,3452210.0,5
6,0.25,128.03,4,0.77,3.42,40,3363850.0,5
1,1.69,81.68,2,0.85,0.33,42,1850450.0000000002,2
1,9.96,146.84,4,1.84,0.2,21,3085200.0,1
2,1.88,133.21,4,1.68,0.65,26,3199660.0,2
9,5.08,171.35,5,0.9,2.91,37,3886620.0,4
3,8.5,121.88,4,3.59,2.68,14,2583250.0,1
1,0.3,47.35,1,2.65,4.71,20,1179520.0,3
5,6.08,52.0,1,3.29,3.47,3,1074650.0,3
7,2.84,149.43,4,1.8,1.47,46,3630460.0,4
6,8.64,97.19,3,1.94,0.81,17,2087670.0,2
1,2.91,137.47,4,1.61,4.25,6,3324170.0,1
5,6.9,124.57,4,2.03,2.3,15,2657540.0,2
5,6.77,113.33,3,2.64,3.27,34,2398830.0,2
6,2.29,116.15,3,2.23,2.83,11,2844030.0,4
3,0.44,85.38,2,3.43,0.54,6,2152150.0,4
5,4.15,119.37,3,3.65,0.29,40,2632070.0,3
7,2.96,96.62,3,2.14,1.89,9,2395520.0,4
5,8.11,105.11,3,1.34,1.81,0,2258590.0,2
5,8.02,107.05,3,3.81,3.37,11,2288980.0,2
5,4.62,110.93,3,3.07,3.16,26,2466710.0,3
10,6.1,156.89,5,2.74,4.84,27,3620519.9999999995,4
10,6.08,114.81,3,3.11,4.29,17,2578480.0,5
3,8.29,160.95,5,0.77,2.48,0,3586089.9999999995,1
1,4.31,181.51,6,0.74,2.5,49,4163990.0,1
5,2.83,154.2,5,1.04,3.37,22,3897699.9999999995,3
9,2.72,141.38,4,1.02,0.57,38,3499240.0,5
1,5.41,133.07,4,1.97,5.0,16,2810500.0,1
3,4.55,154.61,5,1.05,2.59,44,3557160.0000000005,1
4,4.46,123.57,4,3.49,4.55,41,2727150.0,2
1,1.0,159.38,5,2.52,4.84,45,4294420.0,2
1,7.21,144.56,4,1.79,2.91,0,3063790.0,1
8,2.22,105.61,3,0.74,0.52,37,2606940.0,5
2,2.05,155.83,5,2.57,2.87,3,3929920.0000000005,2
8,4.19,123.66,4,0.91,2.99,50,2789590.0,4
7,2.36,115.75,3,3.1,3.95,14,2852800.0,5
10,5.88,100.95,3,3.31,0.24,20,2276120.0,5
10,3.78,126.64,4,2.4,2.33,20,2952340.0,5
2,4.54,159.86,5,1.02,4.61,50,3668980.0000000005,1
6,5.42,155.56,5,3.25,4.96,21,3481990.0,3
6,2.12,134.14,4,1.58,0.96,43,3245699.9999999995,4
3,1.64,143.99,4,1.28,4.35,13,3486180.0,3
2,8.82,170.87,5,2.15,0.73,34,3758450.0,1
1,4.39,114.0,3,3.73,4.21,3,2528690.0,1
6,4.18,75.38,2,1.54,1.39,34,1609220.0,4
5,0.45,172.05,5,3.67,4.8,31,4679280.0,4
9,5.03,98.81,3,0.69,3.48,27,2193280.0,5
1,5.59,92.39,3,0.79,2.0,11,1951400.0,1
7,5.63,48.15,1,2.94,1.4,29,1007860.0,4
5,7.1,142.85,4,1.17,1.18,8,3047040.0,2
5,1.86,55.14,1,1.61,3.4,18,1289410.0,4
2,2.6,89.99,2,0.98,4.48,15,2081750.0,2
3,8.13,143.53,4,1.66,3.77,29,3027010.0,1
7,9.48,148.88,4,1.48,4.17,0,3222340.0,2
6,1.45,93.93,3,3.08,3.91,45,2278060.0,5
2,5.03,114.63,3,2.96,4.9,44,2394070.0,1
6,2.22,85.1,2,3.84,3.79,22,1998040.0,4
2,0.69,98.06,3,3.04,1.05,11,2561620.0,3
2,3.32,130.65,4,2.93,3.96,4,2904290.0,2
2,1.52,99.93,3,2.93,1.61,19,2403610.0,3
3,7.13,110.23,3,3.59,4.98,2,2350200.0,1
2,5.38,61.41,2,1.54,1.88,1,1248420.0,2
4,1.52,165.32,5,1.55,1.46,42,4141370.0,3
9,0.19,140.4,4,3.09,1.2,19,3774710.0,5
6,8.1,151.72,5,1.3,3.29,1,3416120.0,2
1,1.84,171.62,5,3.69,0.55,47,4269910.0,1
8,6.1,86.99,2,2.37,4.77,39,1811970.0,4
7,3.44,105.66,3,1.55,1.47,34,2375910.0,4
10,5.9,44.21,1,3.22,1.48,3,1049940.0,5
3,3.22,245.62,6,1.59,0.23,35,4922270.0,1
1,0.96,114.02,3,3.87,1.23,39,2943110.0,2
5,2.31,161.55,5,3.94,2.09,5,4092990.0000000005,3
4,1.96,70.47,2,2.83,1.85,13,1642680.0,4
10,4.34,159.86,5,0.9,1.37,14,3853620.0000000005,5
8,6.62,194.3,6,1.42,0.2,48,4349580.0,3
1,2.71,117.59,3,2.3,1.5,36,2805860.0,1
10,0.22,79.56,2,3.48,3.89,32,2135300.0,5
1,5.24,114.45,3,1.15,2.19,43,2382680.0,1
4,6.1,30.93,1,0.87,1.45,18,631630.0,2
8,9.63,118.48,3,0.76,1.52,11,2588360.0,2
5,5.94,152.84,5,2.27,2.77,42,3382750.0,2
2,4.76,118.57,3,3.6,1.51,8,2623960.0,1
6,5.78,108.63,3,0.65,3.15,18,2332880.0,3
5,9.29,141.1,4,1.24,4.95,31,2994760.0,1
2,8.3,144.16,4,2.93,0.21,27,3026850.0,1
3,3.3,53.6,1,3.39,0.84,27,1112890.0,3
9,2.45,123.55,4,3.33,0.9,30,3077670.0,5
7,2.7,217.44,6,3.25,2.24,35,4848910.0,4
7,5.09,66.6,2,0.95,0.21,12,1398470.0,4
6,7.47,116.58,3,1.89,2.39,41,2474070.0,2
8,5.08,197.67,6,3.95,4.64,32,4446070.0,3
4,0.77,164.17,5,3.96,0.06,41,4436749.999999999,3
8,7.26,99.46,3,2.61,1.82,17,2181690.0,3
4,8.08,128.25,4,2.98,3.8,28,2713870.0,1
8,2.97,119.92,3,3.83,0.77,44,2940790.0,5
9,6.67,90.08,3,2.07,0.39,38,1991390.0,4
3,4.32,117.03,3,0.98,3.15,7,2603980.0,2
3,8.9,108.8,3,2.84,0.05,48,2265060.0,1
2,8.47,124.51,4,3.86,4.01,21,2626870.0,1
10,5.3,90.06,3,2.94,0.33,0,2067980.0,5
3,6.95,68.94,2,3.31,2.62,47,1359730.0,1
3,8.85,118.35,3,1.98,3.7,30,2491770.0,1
5,5.01,188.6,6,0.84,1.21,19,4195780.0,2
5,3.2,123.29,4,1.09,0.52,35,2731330.0,3
2,7.56,106.74,3,3.94,0.88,22,2241360.0,1
10,2.28,150.16,5,2.23,4.27,16,3933310.0,5
6,3.95,113.67,3,0.54,3.53,44,2527260.0,4
5,8.67,194.72,6,3.84,0.99,9,4336980.0,1
6,7.27,119.84,3,2.24,3.58,8,2577560.0,2
1,4.1,148.02,4,3.43,3.54,45,3239090.0,1
5,2.23,89.82,2,2.42,4.99,16,2101420.0,4
9,3.62,140.12,4,0.86,1.96,2,3227700.0,5
10,2.91,131.0,4,2.65,4.32,32,3301990.0,5
2,1.84,117.74,3,3.99,2.23,0,2850230.0,2
1,7.46,99.93,3,0.62,4.49,19,2106890.0,1
10,2.6,94.48,3,3.45,0.46,1,2442990.0,5
9,4.6,131.29,4,1.32,0.88,15,3017820.0,5
10,3.92,145.16,4,1.88,4.25,8,3376140.0,5
9,9.82,114.91,3,1.8,4.1,13,2545510.0,3
9,3.97,131.49,4,3.65,1.53,0,3036190.0,5
6,0.89,118.48,3,2.27,2.98,34,3114170.0,4
8,0.99,123.94,4,2.07,1.91,17,3321190.0,5
1,5.95,111.98,3,3.36,0.05,0,2367320.0,1
10,6.03,120.72,4,0.67,0.13,42,2676710.0,5
4,4.25,227.92,6,0.8,0.27,4,4608140.0,2
1,4.38,132.47,4,0.58,2.97,10,2933700.0,1
8,0.63,145.81,4,2.91,1.4,37,3867950.0,5
1,5.21,137.52,4,2.34,0.72,23,2888020.0,1
3,5.1,109.49,3,3.57,4.71,38,2298140.0,2
4,1.58,171.76,5,2.24,0.61,44,4297980.0,3
8,1.13,108.35,3,1.28,3.37,31,2683860.0,5
6,1.32,162.2,5,3.32,4.47,15,4119619.9999999995,4
10,1.1,106.63,3,1.53,0.82,2,2736230.0,5
7,6.14,81.6,2,3.77,1.07,46,1663370.0,4
8,2.05,134.62,4,1.38,2.87,7,3342240.0,5
2,2.59,75.81,2,1.09,2.54,31,1735620.0,2
10,1.82,141.43,4,2.23,2.61,21,3560310.0,5
8,9.58,72.23,2,0.68,2.77,47,1506460.0,3
3,8.56,107.24,3,0.63,4.75,16,2275910.0,1
7,2.38,62.73,2,2.24,0.27,26,1494090.0,5
3,3.34,232.97,6,1.25,3.8,44,4667750.0,1
7,2.18,53.84,1,0.53,1.16,2,1307110.0,5
2,4.97,120.39,4,1.54,1.87,25,2654780.0,1
10,0.29,165.73,5,2.17,0.45,34,4628440.0,5
6,6.75,161.46,5,1.88,2.23,12,3616700.0,2
3,5.28,154.05,5,0.97,4.02,16,3421170.0000000005,1
3,9.0,107.31,3,2.53,0.49,29,2253960.0,1
9,1.73,174.04,5,2.99,1.38,28,4471770.0,5
7,8.06,156.54,5,2.86,1.87,13,3525760.0,2
5,7.94,128.49,4,1.88,0.52,29,2722450.0,2
10,1.36,129.62,4,0.98,3.81,36,3265520.0,5
7,4.05,107.84,3,2.25,3.93,43,2419090.0,4
9,1.78,83.61,2,3.62,4.18,47,2014770.0,5
1,2.62,169.49,5,2.14,2.92,37,4232950.0,1
7,2.71,172.49,5,1.18,2.54,8,4402150.0,4
6,5.61,84.64,2,0.83,1.31,47,1706590.0,3
10,4.17,113.85,3,3.8,3.28,31,2655460.0,5
9,9.48,114.26,3,3.1,2.22,3,2536800.0,3
1,1.35,118.69,3,1.6,4.85,5,2870660.0,2
4,9.74,122.57,4,1.53,4.84,50,2576120.0,1
9,2.38,157.87,5,3.63,4.53,0,4101180.0,5
4,7.75,90.11,3,1.12,1.8,24,1909790.0,1
10,3.46,86.15,2,2.37,1.84,39,1945460.0,5
3,1.52,169.46,5,3.0,4.26,37,4246020.0,2
9,8.59,101.49,3,1.89,3.65,2,2273700.0,3
2,3.16,69.48,2,0.64,3.52,20,1464480.0,2
4,6.62,100.59,3,1.3,1.4,13,2139890.0,2
6,5.71,106.8,3,3.66,4.17,29,2282480.0,3
2,4.77,182.2,6,2.33,2.9,1,4232070.0,1
8,5.01,156.99,5,3.35,2.23,47,3526890.0,4
8,7.35,165.9,5,2.44,4.33,21,3754020.0,3
1,0.97,152.8,5,3.8,1.97,12,4142740.0000000005,2
3,6.71,157.85,5,3.68,3.27,24,3492560.0,1
10,8.97,92.48,3,2.19,2.33,47,2076550.0,4
9,0.67,112.06,3,1.61,2.96,42,3014870.0,5
5,1.49,80.4,2,2.61,0.2,10,1880990.0,4
6,7.19,111.58,3,2.86,2.31,47,2361940.0,2
4,4.43,147.36,4,2.24,2.78,9,3280240.0000000005,2
10,4.1,125.38,4,3.38,2.46,48,2895900.0,5
2,1.46,172.46,5,1.14,4.24,43,4309840.0,2
8,5.12,74.34,2,1.67,1.56,36,1556250.0,4
6,1.35,140.01,4,2.9,4.42,24,3411180.0,4
5,4.82,70.07,2,1.36,2.02,43,1475149.9999999998,3
9,7.66,123.77,4,2.04,3.47,34,2714070.0,4
1,2.66,149.61,4,3.87,0.43,18,3593630.0000000005,1
5,4.86,111.42,3,2.69,1.0,27,2472550.0,3
6,9.92,142.05,4,3.82,3.81,41,3014850.0000000005,1
5,6.9,81.61,2,3.03,0.06,47,1626290.0,2
6,8.43,53.45,1,3.04,4.84,50,1074640.0,2
6,4.21,142.28,4,2.57,0.95,42,3156490.0,3
7,7.7,189.76,6,1.0,4.51,47,4234740.0,2
4,0.5,80.16,2,2.32,2.58,9,2031840.0,4
8,1.32,168.89,5,1.38,2.82,14,4331509.999999999,5
7,2.11,121.74,4,4.0,0.42,31,2976600.0,5
9,4.08,66.57,2,1.43,1.83,2,1532199.9999999998,5
7,8.47,74.74,2,1.31,0.78,23,1551050.0,3
3,3.53,120.63,4,2.68,2.63,9,2683440.0,2
3,6.58,103.82,3,2.29,2.75,43,2171430.0,1
8,7.12,67.48,2,0.57,3.55,29,1431130.0,4
5,5.9,52.24,1,0.95,4.39,40,1046630.0,3
4,3.64,86.13,2,3.34,2.34,50,1794070.0,3
8,5.81,127.75,4,2.19,1.17,32,2764900.0,4
6,3.49,119.74,3,1.01,1.67,44,2656610.0,4
2,0.93,99.95,3,2.13,4.24,24,2605050.0,3
4,9.93,128.08,4,1.39,0.73,38,2695750.0000000005,1
4,1.36,161.6,5,1.28,3.14,38,4056000.0,3
6,0.82,135.77,4,3.85,0.07,24,3571310.0,4
6,8.8,115.15,3,1.77,1.23,37,2445840.0,2
1,3.09,157.12,5,0.66,2.96,11,3637020.0,1
8,6.54,81.61,2,3.9,2.28,3,1733860.0,4
6,3.36,111.0,3,3.28,2.47,27,2480660.0,4
3,3.98,111.96,3,1.39,3.3,19,2480330.0,2
9,2.69,70.52,2,1.93,1.17,9,1747370.0,5
2,3.5,103.21,3,3.52,1.4,30,2263900.0,2
8,4.17,37.0,1,1.75,3.42,18,863090.0,5
10,7.23,196.49,6,2.49,2.69,1,4518670.0,4
3,5.16,82.5,2,2.37,0.07,3,1670770.0,2
5,9.44,183.44,6,1.9,3.35,14,4090480.0,1
6,0.51,121.52,4,2.74,3.1,37,3194980.0,5
10,5.08,142.59,4,2.16,0.39,32,3145010.0,5
6,5.88,100.45,3,0.57,3.74,17,2163360.0,3
4,9.21,128.32,4,3.35,2.61,39,2701590.0,1
3,0.59,146.02,4,0.9,1.02,31,3802660.0,3
4,5.78,146.58,4,2.12,2.8,31,3094660.0000000005,2
1,8.55,150.99,5,2.53,2.98,12,3342210.0,1
4,2.5,105.27,3,2.97,4.6,50,2521710.0,3
1,8.78,100.79,3,1.94,3.71,15,2126070.0,1
1,0.29,56.23,1,3.07,1.51,32,1377700.0,3
10,7.35,140.93,4,0.96,0.59,33,3110750.0,4
6,9.34,163.3,5,2.79,4.27,50,3622350.0000000005,1
5,6.61,184.64,6,3.39,4.23,13,4118149.9999999995,1
4,4.45,132.21,4,3.61,0.88,46,2904770.0,2
3,0.54,89.34,2,2.53,0.31,1,2256590.0,3
1,9.21,52.12,1,1.6,3.56,12,1039920.0,1
6,4.76,161.67,5,1.07,3.61,28,3770559.9999999995,3
2,0.39,48.15,1,1.71,0.89,42,1175820.0,3
8,6.93,106.38,3,2.39,3.34,41,2306270.0,4
10,4.87,111.03,3,1.19,1.39,33,2590250.0,5
5,1.33,117.22,3,3.83,1.3,16,2845050.0,4
7,2.22,121.43,4,3.64,1.62,2,3000920.0,5
10,0.74,125.53,4,0.62,2.6,29,3423360.0,5
2,5.79,23.39,1,2.47,4.02,3,484370.0,2
8,6.26,120.59,4,3.26,2.49,30,2618110.0,4
2,5.11,30.82,1,1.36,1.49,4,628020.0,2
4,8.19,149.29,4,2.33,4.42,1,3184600.0,1
1,8.62,97.79,3,1.92,0.28,3,2068230.0000000002,1
5,6.19,33.72,1,1.19,3.99,43,677190.0,3
9,0.23,87.43,2,2.65,3.92,37,2287940.0000000005,5
1,6.98,97.2,3,3.98,1.27,26,2032760.0,1
9,4.24,167.63,5,1.78,0.99,26,3978690.0,4
8,5.7,127.87,4,2.43,4.37,14,2791580.0,4
6,6.53,133.78,4,1.65,2.79,38,2844310.0,2
7,3.57,167.25,5,3.57,0.23,37,3900640.0,4
3,9.18,116.15,3,3.53,4.45,13,2462520.0,1
1,1.43,150.17,5,1.13,1.75,17,3768619.9999999995,2
5,6.75,147.35,4,3.65,1.71,28,3120120.0,2
2,0.14,68.54,2,1.03,3.22,6,1731910.0000000002,3
5,9.25,178.92,5,0.83,3.31,37,3964029.9999999995,1
8,1.21,63.19,2,2.79,1.77,23,1535120.0,5
9,1.04,156.69,5,1.85,0.72,37,4028840.0,5
2,3.4,59.32,1,2.36,2.76,5,1252880.0,2
3,3.8,144.05,4,2.78,3.13,19,3189580.0000000005,2
3,2.22,194.48,6,0.68,4.3,41,4874920.0,2
1,5.89,111.48,3,1.53,2.42,35,2328390.0,1
8,4.48,109.75,3,2.11,3.23,9,2518850.0,4
6,0.44,144.42,4,1.43,0.27,21,3802029.9999999995,4
8,3.26,106.82,3,0.67,4.47,32,2435310.0,5
9,8.12,192.73,6,0.8,1.64,22,4374540.0,3
